id,study_id,study_DOI,recomputation_status,stat_test,reported_result,reported_p_value,reported_p_operator,reported_p_sidedness,reported_effect_size_type,reported_effect_size_value,p_value,p_operator,p_sidedness,t_value,t_df,f_value,f_df1,f_df2,z_value,chi2_value,chi2_df,r_value,n1,n2,n_total,n_eff,effect_size_type,effect_size_value,estimate,se_estimate,raw_data_file,raw_variable_names,model_formula,contrast_direction,analysis_label,statistic_source,bayesian_input_status,extraction_note
15,study_21,10.1177/0098628318762900,recomputed_from_raw_data,paired_t_test,"Pre: M = 5.31, SD = 0.96; Post: M = 4.94, SD = 1.10; d = -0.36; p < .001",0.001,<,two_sided,cohens_d,-0.36,3.104418290506897e-5,=,two_sided,-4.266812841710795,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,194,cohens_d_marginal_pooled_sd,-0.35892742392629917,-0.3711340206185565,0.0869815561138484,data/raw/study_21/Spring2016.sav,trust1; trust2,paired t-test: trust2 - trust1,post-lecture trust minus pre-lecture trust,trust_post_minus_pre,stats::t.test(paired = TRUE) on complete pairs,ready_jzs_ttest,"Recovered paired n, t, df, exact p, post-pre mean difference and SE. Stored effect size uses marginal pooled-SD d to match article; paired dz = -0.306339; mean pre = 5.309278; mean post = 4.938144."
