id,study_id,study_DOI,recomputation_status,stat_test,reported_result,reported_p_value,reported_p_operator,reported_p_sidedness,reported_effect_size_type,reported_effect_size_value,p_value,p_operator,p_sidedness,t_value,t_df,f_value,f_df1,f_df2,z_value,chi2_value,chi2_df,r_value,n1,n2,n_total,n_eff,effect_size_type,effect_size_value,estimate,se_estimate,raw_data_file,raw_variable_names,model_formula,contrast_direction,analysis_label,statistic_source,bayesian_input_status,extraction_note
37,study_49,10.1177/00986283251325842,recomputed_from_raw_data_reporting_inconsistency_detected,paired_t_test,"t(27) = 1.20, p = .119, d = 0.23",0.119,=,two_sided_in_index_but_article_matches_one_sided,cohens_d,0.23,0.11936204599031029,=,one_sided,1.2048289933537484,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,28,cohens_dz_paired,0.22769127776959364,0.17857142857142855,0.14821309045224676,data/raw/study_49/Qualtrics_Final_Test_Data_Jan_2024.csv,VIDEO_WRITTEN_AVG; NONVIDEO_WRITTEN_AVG,paired t-test: VIDEO_WRITTEN_AVG - NONVIDEO_WRITTEN_AVG,lectured content minus nonlectured content,final_short_essay_test_lectured_vs_nonlectured,stats::t.test(paired = TRUE) on complete pairs; stored p is one-sided because it matches reported p,ready_jzs_ttest,"Recovered paired n, t, df, mean difference, SE and paired dz. The reported p matches one-sided p = 0.119362, not two-sided p = 0.238724. This row is flagged so the Bayesian layer does not silently treat the reported p as two-sided."
38,study_49,10.1177/00986283251325842,recomputed_from_raw_data_reporting_inconsistency_detected,paired_t_test,"t(27) = 0.47, p = .319, d = 0.09",0.319,=,two_sided_in_index_but_article_matches_one_sided,cohens_d,0.09,0.3193609686229255,=,one_sided,0.4748365300745268,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,28,cohens_dz_paired,0.08973566942757431,0.010989011035714287,0.023142724579318978,data/raw/study_49/Qualtrics_Final_Test_Data_Jan_2024.csv,VIDEO_MC_AVG; NONVIDEO_MC_AVG,paired t-test: VIDEO_MC_AVG - NONVIDEO_MC_AVG,lectured content minus nonlectured content,final_multiple_choice_test_lectured_vs_nonlectured,stats::t.test(paired = TRUE) on complete pairs; stored p is one-sided because it matches reported p,ready_jzs_ttest,"Recovered paired n, t, df, mean difference, SE and paired dz. The reported p matches one-sided p = 0.319361, not two-sided p = 0.638722. This row is flagged so the Bayesian layer does not silently treat the reported p as two-sided."
