id,study_id,study_DOI,recomputation_status,stat_test,reported_result,reported_p_value,reported_p_operator,reported_p_sidedness,reported_effect_size_type,reported_effect_size_value,p_value,p_operator,p_sidedness,t_value,t_df,f_value,f_df1,f_df2,z_value,chi2_value,chi2_df,r_value,n1,n2,n_total,n_eff,effect_size_type,effect_size_value,estimate,se_estimate,raw_data_file,raw_variable_names,model_formula,contrast_direction,analysis_label,statistic_source,bayesian_input_status,extraction_note
19,study_30,10.1037/stl0000104,recomputed_from_raw_data,paired_t_test,"t(36) = -1.21, p = .23",0.23,=,two_sided,NA,NA,0.23339342533095808,=,two_sided,-1.2120366987318494,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,cohens_dz_paired,-0.19925760584844446,-0.7027027027027027,0.579770153360817,data/raw/study_30/data_scoresOnly.csv,Subject; Pre-test; Post-test,paired t-test: Post-test - Pre-test,posttest minus pretest,pcte_posttest_minus_pretest,stats::t.test(paired = TRUE) on complete pairs,ready_jzs_ttest,"Recovered paired n, t, df, exact p, mean difference, SE and paired dz. N = 37; pre mean = 11; post mean = 10.297297."
