"id","study_id","study_DOI","recomputation_status","stat_test","reported_result","p_value","p_operator","p_sidedness","t_value","t_df","f_value","f_df1","f_df2","z_value","chi2_value","chi2_df","r_value","n1","n2","n_total","n_eff","effect_size_type","effect_size_value","estimate","se_estimate","raw_data_file","raw_variable_names","model_formula","contrast_direction","extraction_note"
43,"study_55","10.1177/14757257241301733","recomputed_from_author_experiment_1_cleaned_data","welch_anova","F(3, 79.57) = 35.64, p < .001, omega2 = .273, BF10 = 2.06e8",1.05265846619197e-14,"<","omnibus",NA,NA,35.642055991156,3,79.568550633398,NA,NA,NA,NA,NA,NA,154,NA,"omega2",0.272540516175545,NA,NA,"data/raw/study_55/MQ_Exp_1_data_removed_failed_mastery_Ss_and_timed_out.csv","Condition; Final Test Score","Welch one-way ANOVA: Final Test Score ~ Condition, var.equal = FALSE","Experiment 1 final test performance differs across one quiz, two quizzes, three quizzes, and mastery quizzing","Recomputed from the author's Experiment 1 cleaned data file with failed-mastery participants and timed-out participants removed. The analysis uses only Condition and Final Test Score; additional summary columns in the CSV are ignored. Welch's one-way ANOVA gives F(3, 79.568551) = 35.642056, p = 1.05266e-14. Omega squared is computed from the ordinary one-way ANOVA sums of squares, matching the article's reported omega2. Group summaries: one: n=38, M=7.447368, SD=1.703690; two: n=40, M=6.575000, SD=1.795828; three: n=38, M=7.105263, SD=2.251600; mastery: n=38, M=9.473684, SD=1.006381. Reported BF10 = 2.06e8 is retained as article metadata but is not recomputed here."
