id,study_id,study_DOI,recomputation_status,stat_test,reported_result,p_value,p_operator,p_sidedness,t_value,t_df,f_value,f_df1,f_df2,z_value,chi2_value,chi2_df,r_value,n1,n2,n_total,n_eff,effect_size_type,effect_size_value,estimate,se_estimate,raw_data_file,raw_variable_names,model_formula,contrast_direction,extraction_note,pillai_trace
12,study_18,10.1177/00986283221130298,recomputed_from_raw_data,manova,"F(16, 574) = 36.66, p < .001, Pillai's Trace = 1.011, eta_p2 = .505",5.348010931422367e-77,<,omnibus,NA,NA,36.660357611238425,16,574,NA,NA,NA,NA,NA,NA,296,NA,eta_p2,0.5054136192134575,NA,NA,data/raw/study_18/Psychological_literacy_subject_study_finaldataset.sav,STEM_NONSTEM_PSYCH; Skill_1_Awareness; Skill_1_Development; Skill_1_Confidence; Skill_1_Importance; Skill_2_Awareness; Skill_2_Development; Skill_2_Confidence; Skill_2_Importance; Skill_3_Awareness; Skill_3_Development; Skill_3_Confidence; Skill_3_Importance; Skill_4_Awareness; Skill_4_Development; Skill_4_Confidence; Skill_4_Importance; Skill_5_Awareness; Skill_5_Development; Skill_5_Confidence; Skill_5_Importance; Skill_6_Awareness; Skill_6_Development; Skill_6_Confidence; Skill_6_Importance; Skill_7_Awareness; Skill_7_Development; Skill_7_Confidence; Skill_7_Importance; Skill_8_Awareness; Skill_8_Development; Skill_8_Confidence; Skill_8_Importance,"cbind(Skill_1_avg_recomputed, Skill_2_avg_recomputed, Skill_3_avg_recomputed,      Skill_4_avg_recomputed, Skill_5_avg_recomputed, Skill_6_avg_recomputed,      Skill_7_avg_recomputed, Skill_8_avg_recomputed) ~ subject_group",Subject-group effect across eight psychological literacy attribute averages: Psychology vs non-Psychology STEM vs Humanities/non-STEM,"One-way MANOVA with Pillai trace, matching the article's decision to report Pillai's Trace. Skill averages were recomputed from Awareness, Development, Confidence, and Importance item columns. Complete-case n = 296; Psychology n=117; non-Psychology STEM n=86; Humanities/non-STEM n=93. Pillai trace = 1.010827.",1.010827238426915
