id,study_id,study_DOI,recomputation_status,stat_test,reported_result,p_value,p_operator,p_sidedness,t_value,t_df,f_value,f_df1,f_df2,z_value,chi2_value,chi2_df,r_value,n1,n2,n_total,n_eff,effect_size_type,effect_size_value,estimate,se_estimate,raw_data_file,raw_variable_names,model_formula,contrast_direction,extraction_note
22,study_35,10.1037/stl0000314,recomputed_from_author_delayed_recall_variables,mixed_anova,"F(2, 116) = 4.22, p < .02, eta_p2 = .07",0.016965836988402358,=,omnibus,NA,NA,4.2232308597817685,2,116,NA,NA,NA,NA,NA,NA,60,60,eta_p2,0.0678722528776864,NA,NA,data/raw/study_35/Untitled3.sav,CORRECT_ANSWERS_RR; CORRECT_ANSWERS_MMRP_A; CORRECT_ANSWERS_RP_A; Sex,"sex-controlled repeated-measures GLM: delayed_recall_percent ~ condition + condition:Sex error term; condition order = RR, MMRP, RP","delayed recall differs across multitask + reread, multitask + retrieval practice, and no multitask + retrieval practice","The article's Hypothesis 2 delayed-recall condition means are reproduced from the uploaded author data: RR M = 22.02381 (SD = 22.329397), MMRP M = 35.238095 (SD = 23.075031), RP M = 38.333333 (SD = 24.916556). Using all complete cases and controlling for Sex gives F(2, 116) = 4.223231, p = 0.0169658, eta_p2 = 0.067872. The unadjusted author-syntax-style repeated-measures GLM gives F(2, 118) = 10.146464, p = 8.58697e-05, eta_p2 = 0.146739. Sums of squares: TYPE III (SPSS/SAS default), using unweighted marginal means and an effective n of g * harmonic-mean(group sizes) = 45. This recovers the published F(2, 116) = 4.22, eta_p2 = .07. The earlier reported mismatch (F = 10.427106) came from weighted Type I/II marginals, which are inflated here because the between factor is unbalanced (Sex: 45 F, 15 M). Diagnosis credited to Peter Allen; cross-checked against afex::aov_ez(type = 3). The script does not exclude participant 39 and does not force the article value. Variable ordering only changes labels/contrasts, not the omnibus condition F."
