id,study_id,study_DOI,recomputation_status,stat_test,reported_result,reported_p_value,reported_p_operator,reported_p_sidedness,reported_effect_size_type,reported_effect_size_value,p_value,p_operator,p_sidedness,t_value,t_df,f_value,f_df1,f_df2,z_value,chi2_value,chi2_df,r_value,n1,n2,n_total,n_eff,effect_size_type,effect_size_value,estimate,se_estimate,raw_data_file,raw_variable_names,model_formula,contrast_direction,analysis_label,statistic_source,bayesian_input_status,extraction_note
5,study_06,10.1177/14757257241295302,recomputed_from_raw_data_simple_effect,factorial_between_anova,"PSYC 111 simple effect: social annotation > individual annotation; p < .001, eta_p2 = .288",0.001,<,omnibus,eta_p2,0.288,2.471727607865699e-4,=,omnibus,NA,NA,16.194490855895964,1,40,NA,NA,NA,NA,14,12,26,NA,eta_p2,0.28818645047296176,8.226190476190482,2.044161064744356,data/raw/study_06/Social_Annotation_and_SOB_SOC_Data.sav,BCBSTotalScore; Condition; Course,BCBSTotalScore ~ Condition * Course; simple effect of Condition within Course == 1 using full-model residual MSE,PSYC 111 social annotation minus PSYC 111 individual annotation,psyc111_social_annotation_vs_individual_annotation_belonging,manual simple-effect F from full factorial ANOVA residual error,ready_anova_diagnostic_not_direct_jzs,"Recovered simple-effect F, df, exact p, eta_p2, cell sizes, mean difference and SE. Course value for PSYC 111 = 1; individual value = 1; social value = 2; individual n = 14; social n = 12; individual mean = 33.857143; social mean = 42.083333; residual MSE = 27.000149; residual df = 40."
