id,study_id,study_DOI,recomputation_status,stat_test,reported_result,p_value,p_operator,p_sidedness,t_value,t_df,f_value,f_df1,f_df2,z_value,chi2_value,chi2_df,r_value,n1,n2,n_total,n_eff,effect_size_type,effect_size_value,estimate,se_estimate,raw_data_file,raw_variable_names,model_formula,contrast_direction,extraction_note
34,study_45,10.1177/00986283241247181,recomputed_from_original_author_friedman_test,friedman_test,"chi-square(3) = 1321.10, p < .001, W = 0.81",3.895053609326416e-286,<,omnibus,NA,NA,NA,NA,NA,NA,1321.0954043048284,3,NA,NA,NA,546,546,kendalls_w,0.8065295508576487,NA,NA,data/raw/study_45/Untitled3.sav,AVG_Aware; AVG_Dev; AVG_Explain; AVG_Import,SPSS NPAR TESTS /FRIEDMAN=AVG_Aware AVG_Dev AVG_Explain AVG_Import /MISSING LISTWISE,"overall difference among psychological-literacy dimensions: awareness, development, confidence/explain, and importance","Recomputed from the original author dataset using complete cases on AVG_Aware, AVG_Dev, AVG_Explain, and AVG_Import. This mirrors the uploaded SPSS syntax NPAR TESTS /FRIEDMAN=AVG_Aware AVG_Dev AVG_Explain AVG_Import /MISSING LISTWISE. Complete-case n = 546; k = 4; means: AVG_Aware = 5.241529, AVG_Dev = 4.274725, AVG_Explain = 4.521291, AVG_Import = 6.037775. SDs: AVG_Aware = 0.874828, AVG_Dev = 0.808013, AVG_Explain = 0.909607, AVG_Import = 0.659118. Medians: AVG_Aware = 5.125, AVG_Dev = 4.25, AVG_Explain = 4.375, AVG_Import = 6. Friedman chi-square = 1321.095404, df = 3, p = 3.89505e-286, Kendall's W = 0.80653."
