id,study_id,study_DOI,recomputation_status,stat_test,reported_result,p_value,p_operator,p_sidedness,t_value,t_df,f_value,f_df1,f_df2,z_value,chi2_value,chi2_df,r_value,n1,n2,n_total,n_eff,effect_size_type,effect_size_value,estimate,se_estimate,raw_data_file,raw_variable_names,model_formula,contrast_direction,extraction_note
48,study_29,10.1177/0098628319888087,recomputed_from_raw_data_effect_size_d_off_by_0.04,factorial_between_anova,"F(1, 432) = 232.57, p < .001, d = 1.50, 95% CI [1.25, 1.67]",2.5472880635161948e-42,=,omnibus,,,232.56798263484382,1,432,,,,,221,215,436,,cohens_d,1.4616947774873215,2.7574029253919807,0.10792206725611929,data/raw/study_29/Morling and Lee Faculty Sample Open Data.csv,univtenure; Title; Department,univtenure ~ Title * Department; Type-III between-subjects ANOVA (SPSS UNIANOVA SSTYPE(3)); Title main effect,Associate Professor (Title=2) minus Associate Teaching Professor (Title=1),Title main effect on univtenure. eta_p2 = 0.350; Cohen's d = mean_diff / sqrt(MSE) = 1.462 (reported 1.50). F and 95% CI reproduce; d off by ~0.04.
49,study_29,10.1177/0098628319888087,recomputed_from_raw_data,factorial_between_anova,"F(1, 429) = 14.19, p < .001, d = 0.36, 95% CI [0.17, 0.55]",1.8812884935687636e-4,=,omnibus,,,14.192001300695903,1,429,,,,,220,213,433,,cohens_d,-0.36289883619820673,-0.3936833119931715,0.09690906368110477,data/raw/study_29/Morling and Lee Faculty Sample Open Data.csv,univkids; Title; Department,univkids ~ Title * Department; Type-III between-subjects ANOVA (SPSS UNIANOVA SSTYPE(3)); Title main effect,Associate Professor (Title=2) minus Associate Teaching Professor (Title=1),Title main effect on univkids. eta_p2 = 0.032; Cohen's d = mean_diff / sqrt(MSE) = -0.363 (reported 0.36). Reproduces.
