id,study_id,study_DOI,recomputation_status,stat_test,reported_result,p_value,p_operator,p_sidedness,t_value,t_df,f_value,f_df1,f_df2,z_value,chi2_value,chi2_df,r_value,n1,n2,n_total,n_eff,effect_size_type,effect_size_value,estimate,se_estimate,raw_data_file,raw_variable_names,model_formula,contrast_direction,extraction_note
17,study_26,10.1177/00986283221108129,recomputed_from_author_composite_variables,wilcoxon_signed_rank,"women: z = -6.155, p < .001, r = -.87",7.514318919004386e-10,<,two_sided,NA,NA,NA,NA,NA,-6.154861385256024,NA,NA,NA,NA,NA,50,50,wilcoxon_r,-0.8704288445555524,1.25739130432,NA,data/raw/study_26/Final_Data_Set_Spring_2022.sav,womenrec1; womenrec2,SPSS NPAR TESTS /WILCOXON=womenrec1 WITH womenrec2 (PAIRED),follow-up recognition for women pioneers versus initial recognition for women pioneers,"The uploaded SPSS syntax identifies this as the main/chosen result. It uses the author composite variables womenrec1 and womenrec2. The script reconstructs the SPSS legacy Wilcoxon signed-rank normal approximation with tie correction and no continuity correction: n = 50, W+ = 0, W- = 1275, initial M = 0.237391 (SD = 0.24219, Mdn = 0.173913), follow-up M = 1.494783 (SD = 0.528417, Mdn = 1.543478), z = -6.154861, p = 7.51432e-10, r = -0.870429."
18,study_26,10.1177/00986283221108129,recomputed_from_author_composite_variables,wilcoxon_signed_rank,"initial women versus men: z = -6.126, p < .001, r = -.87",9.009311485633348e-10,<,two_sided,NA,NA,NA,NA,NA,-6.126040089883296,NA,NA,NA,NA,NA,50,50,wilcoxon_r,-0.8663528978754251,-0.85043478264,NA,data/raw/study_26/Final_Data_Set_Spring_2022.sav,womenrec1; menrec1,SPSS NPAR TESTS /WILCOXON=womenrec1 WITH menrec1 (PAIRED),initial recognition for women pioneers versus initial recognition for men pioneers,"The uploaded SPSS syntax identifies this as an extra result. It uses the author composite variables womenrec1 and menrec1. The script reconstructs the SPSS legacy Wilcoxon signed-rank normal approximation with tie correction and no continuity correction: n = 50, W+ = 3, W- = 1272, women M = 0.237391 (SD = 0.24219, Mdn = 0.173913), men M = 1.087826 (SD = 0.489974, Mdn = 0.978261), z = -6.12604, p = 9.00931e-10, r = -0.866353."
