id,study_id,study_DOI,recomputation_status,stat_test,reported_result,p_value,p_operator,p_sidedness,t_value,t_df,f_value,f_df1,f_df2,z_value,chi2_value,chi2_df,r_value,n1,n2,n_total,n_eff,effect_size_type,effect_size_value,estimate,se_estimate,raw_data_file,raw_variable_names,model_formula,contrast_direction,extraction_note
50,study_37,10.1037/stl0000356,recomputed_from_raw_data,mixed_effects_logistic_regression,"Log-odds = 1.23, p < .001",5.085537391876573e-4,=,two_sided,,,,,,3.4762100854299707,,,,,,563,,log_odds_coefficient,1.226475766148826,1.226475766148826,0.3528198054799452,data/raw/study_37/osf_data.csv,Attrition; section; HUMAN_family1; + covariates (see model_formula),"Attrition ~ h1_demo_age_nontrad1 + h1_demo_gender_male1 + h1_demo_ethn_Lat1 + h1_demo_ethn_Afr1 + h1_demo_parents_y_1 + h1_demo_addl_lang_EngOther1 + h1_demo_first_semest1 + h1_regents_avg + h1_ESSES_avg + h1_textbook_y_1 + h1_blackboard_y_1 + synchronous1 + HUMAN_attn + HUMAN_work + HUMAN_course + HUMAN_mental + HUMAN_sleep + HUMAN_family + (1 | section); family = binomial(logit); glmer, bobyqa, nAGQ = 10; Wald z for HUMAN_family1","reporting family obligations (HUMAN_family = 1) vs not, on the log-odds of course withdrawal","model4_att fixed effect HUMAN_family1: log-odds = 1.2265 (SE = 0.3528), z = 3.476, p = 0.000509, OR = 3.409. n = 563 in 10 sections."
51,study_37,10.1037/stl0000356,recomputed_from_raw_data,mixed_effects_logistic_regression,"Log-odds = -1.11, p = .010",0.00680125755823099,=,two_sided,,,,,,-2.706421912130458,,,,,,563,,log_odds_coefficient,-1.1134727657547194,-1.1134727657547194,0.41141876688332346,data/raw/study_37/osf_data.csv,Attrition; section; synchronous11; + covariates (see model_formula),"Attrition ~ h1_demo_age_nontrad1 + h1_demo_gender_male1 + h1_demo_ethn_Lat1 + h1_demo_ethn_Afr1 + h1_demo_parents_y_1 + h1_demo_addl_lang_EngOther1 + h1_demo_first_semest1 + h1_regents_avg + h1_ESSES_avg + h1_textbook_y_1 + h1_blackboard_y_1 + synchronous1 + HUMAN_attn + HUMAN_work + HUMAN_course + HUMAN_mental + HUMAN_sleep + HUMAN_family + (1 | section); family = binomial(logit); glmer, bobyqa, nAGQ = 10; Wald z for synchronous11","synchronous (1) vs asynchronous (0) format, on the log-odds of course withdrawal","model4_att fixed effect synchronous11: log-odds = -1.1135 (SE = 0.4114), z = -2.706, p = 0.006801, OR = 0.328. n = 563 in 10 sections."
