mean_log_bf10,mean_log10_bf10,sd_log10_bf10,minimum_log10_bf10,maximum_log10_bf10,span_log10_bf10,median_bf10
3.224311208645497,1.4003005658535437,0.0037897162954126113,1.3947348486577096,1.4037825018573422,0.009047653199632633,25.213146233494346
